,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
3,126794125,Levi's logo crewneck,"A Levi's logo crewneck perfect for the not-cold-but-definitely-not-hot, days ahead. It's garment-dyed for extra vibrant color and a super lived-in, vintage-soft, feel.",in stock,new,64.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126794125,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/7/asset/1e370eebff43/sub-buzz-5088-1617260847-3.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
4,126793724,puff-sleeve top,"A lightweight puff-sleeve top that goes with any of your favorite pants or skirts for an easy, breezy, spring #ootd.",in stock,new,59.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126793724,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/4/asset/6f785ac13063/sub-buzz-4933-1617250061-7.jpg,Levi,christinaenrico/stylish-things-from-levis,USD,fast fashion
5,126791127,denim button-up dress,A denim button-up dress for the most effortless trendy fit. I'm picturing wearing this to a picnic with a cute pair of white sneaks and voila — you've got yourself a spring Instagram post.,in stock,new,118.0 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126791127,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/31/19/asset/1e370eebff43/sub-buzz-4108-1617220286-25.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
6,126789972,Levi's original fit jeans,"Levi's original fit jeans that have been around for generations. Literally. They're inspired from the original Levi's straight-fit, blue jeans dating back to 1873. One pair of these and you're set for life! Although, they come in so many colors, you'll probably want a few.",in stock,new,59.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126789972,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/31/17/asset/6f785ac13063/sub-buzz-3863-1617212686-28.jpg?resize=625:803,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,cleaning
7,126791194,Levi's logo baseball cap,A Levi's logo baseball cap so you can enjoy the spring sunshine without squinting.,in stock,new,24.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126791194,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/31/19/asset/ffdaf60237c5/sub-buzz-4178-1617220760-1.jpg?resize=625:648,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
8,126791229,Tie-dye denim shorts,"Tie-dye denim shorts for a little color variation in your wardrobe. Pair with a plain T-shirt and you got a pretty siick, effortless outfit for any spring occasion.",in stock,new,50.0 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126791229,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/31/20/asset/6392c1e7ce7f/sub-buzz-4094-1617221259-30.jpg?resize=625:833,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
9,126796085,windbreaker,A windbreaker that looks like May flowers but will come in handy for April showers...*ba dum tss*,in stock,new,79.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126796085,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/15/asset/5db875010afe/sub-buzz-437-1617291630-13.jpg?resize=625:816,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
10,126797146,puff-sleeve top,"A delicate puff-sleeve top made with a lightweight, sheer material.",in stock,new,69.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126797146,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/17/asset/84b77a9f68f9/sub-buzz-646-1617298434-14.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
11,126790270,High-rise jeans,"High-rise jeans because warm weather is upon us and we want to make the most of white pants season. There's multiple colors available, so you can snag a pair for every season.",in stock,new,89.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126790270,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/31/19/asset/4b3d9ca0bd4d/sub-buzz-3944-1617217205-1.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
12,126794317,Mid-thigh shorts,"Mid-thigh shorts – they're the perfect in-between length for the in-between days of spring and inspired by the Levi's 501 original jeans for a vintage look, which means they never go out of style. ;)",in stock,new,69.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126794317,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/8/asset/6cef71012ddf/sub-buzz-5144-1617264644-29.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
13,126796489,Muted green chino pants,Muted green chino pants for a refreshing alternative to your everyday blue jeans.,in stock,new,69.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126796489,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/16/asset/40d3be326e83/sub-buzz-540-1617294444-12.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
14,126793965,denim skirt,A denim skirt with a high-rise fit and distressed trim for a little ~edge.~,in stock,new,69.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126793965,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/5/asset/3b471616b3f4/sub-buzz-4989-1617255771-17.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
15,126794232,Overalls,"Overalls that are adjustable, have multiple pockets (win), and can be styled with a crop top, T-shirt, or blouse so you can wear them for any occasion, season after season.",in stock,new,79.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126794232,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/7/asset/5605245003b3/sub-buzz-5003-1617261615-12.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
16,126794302,Loose-fit pants,"Loose-fit pants with matching belt for a stylish cinched-waist look. Don't be too intimidated by this pleated trouser — sure, they'll come in handy for dressier occasions buuut, they can easily be dressed down with a simple tee.",in stock,new,108.0 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126794302,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/8/asset/99b1908a9889/sub-buzz-5078-1617264018-11.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
17,126794337,Cubano shirt,A Cubano shirt that's a little dressier than your normal T-shirt but much more fun than your average button-down.,in stock,new,64.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126794337,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/8/asset/6392c1e7ce7f/sub-buzz-5098-1617266045-3.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
18,126796260,Bermuda shorts,"Bermuda shorts made from ultra soft denim, giving you all the style of jean shorts without the stiff and uncomfortable feel.",in stock,new,44.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126796260,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/16/asset/1f90543ebcd8/sub-buzz-510-1617293011-1.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
19,126796766,jumpsuit,A jumpsuit for the days when you can't be bothered to throw an outfit together. It has multiple pockets too so it works when you can't be bothered to tote around a bag either. One and done. 👏👏👏,in stock,new,128.0 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126796766,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/16/asset/c210cfcb9c58/sub-buzz-554-1617296183-22.jpg,Levi,christinaenrico/stylish-things-from-levis,USD,fast fashion
20,126796847,cropped trucker jacket,A salmon-colored cropped trucker jacket for a little brightness. Spring is here and we're about to start dressing like it.,in stock,new,198.0 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126796847,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/17/asset/a3674f59d8a5/sub-buzz-583-1617296932-1.jpg?resize=625:897,Levi,christinaenrico/stylish-things-from-levis,USD,fast fashion
21,126796993,floral smock dress,"A floral smock dress that's perfect for frolicking in the meadows...or ya know, going for a walk throughout your neighborhood or local park. Same thing ¯\_(ツ)_/¯",in stock,new,79.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126796993,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/17/asset/1f90543ebcd8/sub-buzz-635-1617297893-2.jpg,Levi,christinaenrico/stylish-things-from-levis,USD,fast fashion
22,126797207,Levi's logo tank,A Levi's logo tank to throw on with Mom jeans for the most trendy yet effortless outfit ever. Pair with your favorite combat boots or a cute hat and I'm gonna confuse you for an influencer.,in stock,new,24.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126797207,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/17/asset/84b77a9f68f9/sub-buzz-681-1617298676-1.jpg?resize=625:827,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
23,126797328,T-shirt,"A simple, yet colorful, T-shirt in case you're looking to expand your horizons and stray away from your usual plain white tee.",in stock,new,29.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126797328,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/17/asset/a0cdb38cad7d/sub-buzz-658-1617299312-22.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
24,126797439,tie-dye half zip,"And a tie-dye half zip that'll add some fun to the gloomy, rainy days of spring.",in stock,new,69.5 USD,https://www.buzzfeed.com/christinaenrico/stylish-things-from-levis?origin=nofil#126797439,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/18/asset/25e2b3dacc96/sub-buzz-706-1617300090-1.jpg,"Levi,levi",christinaenrico/stylish-things-from-levis,USD,fast fashion
,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
0,126761318,Revlon hot air brush,"A Revlon hot air brush to help you go from wet, tangled, frizzy hair to a shiny, salon-worthy blowout in minutes. FYI this is the hot air brush that all the influencers you follow on IG are raving about because it is just 👏 that 👏 good 👏.",in stock,new,40.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761318,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/26/16/asset/ce00d07041fd/sub-buzz-196-1616776018-47.jpg?resize=625:832,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
2,126761320,handheld vacuum,"A devastatingly effective handheld vacuum that'll suck up pet hair. It has a special rubber nozzle that picks up fur with ease, especially on hard-to-vacuum areas like stairs. There's no bag, so simply pop off the canister when you're done vacuuming and dump the contents in the trash.",in stock,new,36.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761320,https://img.buzzfeed.com/buzzfeed-static/static/2019-11/5/17/asset/3877401a2152/sub-buzz-913-1572976524-1.jpg?resize=625:469,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,cleaning
3,126761321,eye cream,"A tub of brightening, firming, and rejuvenating eye cream so you at least look like you got some sleep (even if you were up until 2 a.m. scrolling through Instagram).",in stock,new,29.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761321,https://img.buzzfeed.com/buzzfeed-static/static/2020-11/21/2/asset/78440aafbade/sub-buzz-18178-1605926470-15.jpg?resize=625:1075,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion,skincare"
4,126761322,allergy supplement,"An immunity-boosting allergy supplement for dogs who need relief from itchy hotspots. These soft chews deliver a dose of probiotics and other nutrients to improve immune function, aide digestion, promote healthy skin, and add shine to a dog's coat.",in stock,new,25.96 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761322,https://img.buzzfeed.com/buzzfeed-static/static/2019-09/23/14/asset/728ba94c873e/sub-buzz-7412-1569247281-2.jpg?resize=625:625,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,cleaning
5,126761323,Kegel weights,"A set of Kegel weights if you struggle with incontinence or painful sex. These are especially great for people who've just given birth, though anyone can benefit from strengthening their pelvic floor muscles.",in stock,new,49.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761323,https://img.buzzfeed.com/buzzfeed-static/static/2019-10/25/17/asset/fc24177ef566/sub-buzz-1698-1572025160-1.jpg?resize=625:469,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
6,126761324,foot peel mask,A foot peel mask because how can you say no to these before and after photos? I mean... *insert Will Smith tada meme*.,in stock,new,27.95 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761324,https://img.buzzfeed.com/buzzfeed-static/static/2019-10/29/21/asset/66640db7a203/sub-buzz-354-1572384032-1.jpg?resize=625:431,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion,skincare"
7,126761325,at-home teeth whitening kit,"An at-home teeth whitening kit to lighten your smile sans the exorbitant dentist bill. This set comes with a comfortable custom fit tray and an LED light so you can chill with your favorite show while your teeth whiten. If you use it consistently, you can expect a set of pearly whites that are two to eight shades whiter than before.",in stock,new,45.0 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761325,https://img.buzzfeed.com/buzzfeed-static/static/2019-11/5/16/asset/99caa02600b5/sub-buzz-1392-1572969866-3.jpg?resize=625:625,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
8,126761326,silicone kitchen sink organizer,"A flexible, silicone kitchen sink organizer that'll neatly hold your sponge, dish soap, hand soap, and more. (I can't be the only one who gets annoyed when my roommate leaves a wet sponge just sitting on the counter!) And it wipes clean since it's made of silicone so you don't have to worry about yucky mold and mildew.",in stock,new,12.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761326,"https://img.buzzfeed.com/buzzfeed-static/static/2020-10/29/15/asset/ad91b38218b0/sub-buzz-160-1603984047-7.jpg?crop=1224:1273;0,0&resize=625:*",Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,cleaning
9,126761327,detangling brush,A detangling brush so you separate knots without pulling and breaking your strands. It has flexible bristles that work through gnarls on wet or dry hair.,in stock,new,12.88 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761327,https://img.buzzfeed.com/buzzfeed-static/static/2021-02/6/19/asset/cb4b9aaeff63/sub-buzz-3332-1612641580-16.jpg?resize=625:*,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion,skincare"
10,126761328,pet hair remover,"A pet hair remover for anyone who loves their fur baby but also loves not having their outfit ruined by sitting on a furry chair. Roll it over your couch, bed, favorite blanket, you name it, and watch it lift the fur away. See, we can own nice things!!",in stock,new,24.95 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761328,https://img.buzzfeed.com/buzzfeed-static/static/2020-09/18/1/asset/0d00c66f0935/sub-buzz-13775-1600393775-2.jpg?resize=625:469,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
11,126761329,acne patch,"An acne patch if your good day is threatened by a pimple that pops up at the *worst* possible moment. Hydrocolloid, tea tree oil, and calendula oil are gentle on the skin while still drawing out fluids and pus from your pimple.",in stock,new,8.5 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761329,https://img.buzzfeed.com/buzzfeed-static/static/2019-10/17/21/asset/37e148267cd7/sub-buzz-1156-1571346860-2.jpg?resize=625:833,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion,skincare"
12,126761330,high-waisted leggings,"A pair of super soft high-waisted leggings, because you deserve this level of comfort. More than 31,000 people have given them a 5-star review and say they're definitely opaque so you can live your best life without worrying about showing everyone your underwear.",in stock,new,9.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761330,https://img.buzzfeed.com/buzzfeed-static/static/2020-01/29/17/asset/fd06e27b1f6d/sub-buzz-2097-1580319614-6.jpg?resize=625:521,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
13,126761331,16 sheet masks,A set of 16 sheet masks to pamper your skin and maybe terrify your roomate 1) because you look like Michael Myers and 2) because they're so darn effective,in stock,new,9.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761331,https://img.buzzfeed.com/buzzfeed-static/static/2019-12/9/20/asset/8fd2c7839c2a/sub-buzz-212-1575923414-1.jpg?resize=625:1039,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion,skincare"
14,126761332,clear eyebrow gel,An clear eyebrow gel that'll hold each hair in place so your brows always look perfectly groomed.,in stock,new,5.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761332,https://img.buzzfeed.com/buzzfeed-static/static/2020-01/30/16/asset/e18506430d41/sub-buzz-177-1580402817-1.jpg?resize=625:625,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
15,126761333,rechargeable lighter,A rechargeable lighter so you can light just about anything without struggling to use a lighter. This is especially great if you have mobility issues or arthritis as it turns on with a simple switch.,in stock,new,12.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761333,https://img.buzzfeed.com/buzzfeed-static/static/2019-12/30/16/asset/fd8168a6aab1/anigif_sub-buzz-2719-1577724663-11.gif?resize=625:*,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
16,126761334,pumice cleaning stone,"A pumice cleaning stone for powering through tough rust, lime, and calcium streaks that have retired many a toilet scrubbing brush. Give your tired arms a break and let this little guy rub away discoloration with ease. This nontoxic cleaner is tough on dirt but gentle on porcelain so you can sit atop the glistening throne you deserve.",in stock,new,8.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761334,https://img.buzzfeed.com/buzzfeed-static/static/2019-09/4/14/asset/276f209a8a01/sub-buzz-2731-1567607184-1.jpg?resize=625:833,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,cleaning
17,126761335,electrical outlet cover with a power strip,An electrical outlet cover with a power strip if you're tired of cluttered cords being an eyesore. It's also pretty great if you want to push your furniture right up against the wall but can't because your phone charger adapter is in the way.,in stock,new,23.95 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761335,https://img.buzzfeed.com/buzzfeed-static/static/2021-01/26/22/asset/b041a4b29190/sub-buzz-726-1611698442-7.jpg?resize=625:*,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
18,126761336,hard water booster powder,A bottle of hard water booster powder because your mugs look like the one on the left (aka cloudy) and you want them to look like the mug on the right (aka nice and shiny).,in stock,new,5.97 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761336,https://img.buzzfeed.com/buzzfeed-static/static/2018-09/26/15/asset/buzzfeed-prod-web-03/sub-buzz-7402-1537991572-11.png?resize=625:466,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,cleaning
19,126761337,eye compression mask,"An eye compression mask that molds to your face to block out every speck of light. It was designed by an orthopedic surgeon to relieve migraines, tension headaches, sinus pain, and eye strain, plus it's filled with massaging beads to reduce pressure on your eyes.",in stock,new,13.54 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761337,https://img.buzzfeed.com/buzzfeed-static/static/2021-02/6/20/asset/aef01414c8be/sub-buzz-3347-1612641656-9.jpg?resize=625:625,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion"
20,126761338,dandruff shampoo,"A dandruff shampoo to banish white flakes from your scalp. It's made with ketoconazole 1%, an antifungal ingredient that'll tell your dandruff it's no longer welcome here.",in stock,new,14.84 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761338,https://img.buzzfeed.com/buzzfeed-static/static/2019-10/24/20/asset/8d63e7eea0be/sub-buzz-243-1571950237-1.jpg?resize=625:625,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,"cleaning,fast fashion,skincare"
21,126761339,cruelty-free lengthening mascara,"A cruelty-free lengthening mascara so your usually sad, stick-straight lashes actually hold a voluminous curl. It's lightweight, won't transfer, doesn't smudge, and lasts all day — what more could you ask for?",in stock,new,4.99 USD,https://www.buzzfeed.com/melanie_aman/products-reviewers-say-totally-satisfied?origin=nofil#126761339,https://img.buzzfeed.com/buzzfeed-static/static/2020-11/22/0/asset/184616d5f766/sub-buzz-19260-1606006070-15.jpg?resize=625:625,Amazon,melanie_aman/products-reviewers-say-totally-satisfied,USD,cleaning
