,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
12,126788112,rapid egg cooker,"A rapid egg cooker that can make perfectly hard boiled, soft boiled, poached, and scrambled eggs in just minutes so you can stop putting in all the effort yourself, only to wind up with uneven results. It can even make an omelet if you wanna feel extra fancy!",in stock,new,18.99 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788112,"https://img.buzzfeed.com/buzzfeed-static/static/2018-06/25/13/asset/buzzfeed-prod-web-05/sub-buzz-17565-1529947847-1.jpg?crop=1500:1249;0,251&resize=625:*",Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
14,126788113,air fryer,"A air fryer to make perfectly crispy fried food simply by setting the temperature and a timer. No oil splatters (in fact, no oil at all!) and no overcooking thanks to its auto-shutoff feature!",in stock,new,83.7 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788113,https://img.buzzfeed.com/buzzfeed-static/static/2019-10/29/17/asset/86a9c45c4102/sub-buzz-5071-1572369711-1.jpg?resize=625:415,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
15,126789921,Kochblume spill stopper,A Kochblume spill stopper that'll help you avoid a mess if your pot boils over. It traps excess foam and liquid so they don't spill all over your stove. No more hovering anxiously in the kitchen while waiting for your water to boil (and say goodbye to having a huge mess to clean up all because you BRIEFLY turned your head).,in stock,new,18.99 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126789921,https://img.buzzfeed.com/buzzfeed-static/static/2020-06/10/20/asset/c691251464d2/sub-buzz-2810-1591821838-34.jpg?resize=625:465,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
16,126789924,multi-function chopping board,"A multi-function chopping board with a smooth side for normal cutting, and a side with specially designed spikes to grip meat, making it much easier to slice. It also features an angled cutting surface designed to catch any dripping juices or crumbs that go a-tumblin'.",in stock,new,18.07 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126789924,https://img.buzzfeed.com/buzzfeed-static/static/2018-11/30/12/asset/buzzfeed-prod-web-04/sub-buzz-22196-1543600359-1.jpg?resize=625:712,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
17,126789926,digital food thermometer,A digital food thermometer so you can stop hemming and hawing over whether or not your chicken is cooked enough and quit losing precious juice from your steaks every time you cut them open to check on the middle. Just stick this lil' guy in and get an instant temperature reading!,in stock,new,12.99 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126789926,https://img.buzzfeed.com/buzzfeed-static/static/2018-11/30/13/asset/buzzfeed-prod-web-03/sub-buzz-15521-1543601808-4.jpg?resize=625:625,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,"cleaning,fast fashion"
18,126789923,two-stage electric knife-sharpener,A two-stage electric knife-sharpener to bring even the dullest blades back to life so you can always make nice clean cuts.,in stock,new,6.0 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126789923,"https://img.buzzfeed.com/buzzfeed-static/static/2018-11/30/12/asset/buzzfeed-prod-web-02/sub-buzz-14343-1543598903-14.jpg?crop=1178:865;0,135&resize=625:*",Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
19,126788479,"wooden children's ""knife""","And a wooden children's ""knife"" so your little one can safely help out in the kitchen without fear, because nothing ruins a meal quite like...an injury.",in stock,new,16.98 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788479,https://img.buzzfeed.com/buzzfeed-static/static/2020-12/22/2/asset/d501ee3b6aaa/sub-buzz-6991-1608605533-21.jpg?resize=625:417,etsy,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
22,126788116,oven thermometer,"A little oven thermometer that'll provide a safety net in case your oven, grill, toaster oven, smoker, or any other heat-based food appliance's temperature reader isn't 100% accurate, which can lead to burnt or undercooked meals, even if you followed the instructions perfectly.",in stock,new,8.49 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788116,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/18/14/asset/a56c3449621f/sub-buzz-5984-1584541320-1.jpg?resize=625:625,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,"cleaning,fast fashion"
23,126788345,Always pan,An amazing Always pan designed to replace eight pieces of cookware so preparing a variety of dishes can be a lot less complicated.,in stock,new,145.0 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788345,https://img.buzzfeed.com/buzzfeed-static/static/2020-07/29/14/asset/145248b19e78/sub-buzz-7836-1596032266-4.png?resize=625:*,fromourplace,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
24,126788486,pack of delicious pre-prepared seasoned beans,"A pack of delicious pre-prepared seasoned beans for those nights when you need one more side dish to fill out a meal, but don't have the time or ingredients to start from scratch. Just throw these in the microwave for 60 seconds, and BAM — your problem is solved.",in stock,new,24.99 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788486,https://img.buzzfeed.com/buzzfeed-static/static/2021-02/24/19/asset/0ff18136df0d/sub-buzz-4421-1614195289-18.jpg?resize=625:625,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,"cleaning,fast fashion"
26,126789927,cute kitchen timer,A cute kitchen timer to give yourself the gift of endless un-burned food.,in stock,new,10.99 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126789927,https://img.buzzfeed.com/buzzfeed-static/static/2020-01/17/17/asset/f1fa46540951/sub-buzz-3500-1579281237-5.jpg?resize=625:625,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
27,126788514,online cooking class from Todo Verde,An online cooking class from Todo Verde that'll help you master plant-based Mexican dishes with authentic flavor!,in stock,new,15.0 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788514,https://img.buzzfeed.com/buzzfeed-static/static/2020-12/7/17/asset/f9915c086cd5/sub-buzz-20537-1607363445-5.png?resize=625:*,todoverde,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,cleaning
29,126788117,ceramic pie bird,"And finally, a classic ceramic pie bird that 1) keeps your pie filling from boiling over and getting your oven all messy, 2) distributes moisture to avoid the bottom getting soggy, and 3) makes sure the top crust cooks evenly without splitting — all while looking very adorable.",in stock,new,4.6 USD,https://www.buzzfeed.com/jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1?origin=nofil#126788117,https://img.buzzfeed.com/buzzfeed-static/static/2019-11/1/19/asset/f8f866d6d1c9/sub-buzz-1044-1572634827-1.jpg?resize=625:1106,Amazon,jonathanmazzei/things-thatll-make-it-almost-impossible-to-ruin-dinner-1,USD,"cleaning,fast fashion"
,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
0,126772013,automatic water fountain,An automatic water fountain that'll keep them hydrated and occupied while you handle your WFH Zoom calls.,in stock,new,60.0 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772013,https://img.buzzfeed.com/buzzfeed-static/static/2019-12/22/21/asset/c732f06cffc3/sub-buzz-4209-1577048611-3.jpg?resize=625:833,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,cleaning
1,126772014,stuffed duck,An adorable stuffed duck to keep them company during nap time snuggle sessions until you're able to snuggle with them on your lunch break.,in stock,new,6.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772014,https://img.buzzfeed.com/buzzfeed-static/static/2019-12/22/20/asset/23e2ac8825ec/sub-buzz-4060-1577044921-6.jpg?resize=625:791,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
2,126772015,purring cat toy,A purring cat toy if they need something to keep them company during their ~cat naps~. This will make them feel like they're snuggling up next to another kitty friend.,in stock,new,10.0 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772015,https://img.buzzfeed.com/buzzfeed-static/static/2019-12/22/20/asset/20b3650a608f/sub-buzz-4089-1577047230-21.jpg?resize=625:833,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
3,126772016,cat dancer toy,"A cat dancer toy because you won't be able to play with their favorite feather toy while tackling your heap of to-dos, so this will suffice and give them something to do.",in stock,new,2.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772016,https://img.buzzfeed.com/buzzfeed-static/static/2019-12/22/20/asset/166287faaab0/sub-buzz-3559-1577048277-1.jpg?resize=625:665,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
4,126772017,squirrel-hiding toy,A squirrel-hiding toy that's practically a two-in-one toy. This'll occupy their time trying to get the squirrels out and once they remove them they'll then have numerous toys to play with as they please.,in stock,new,12.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772017,https://img.buzzfeed.com/buzzfeed-static/static/2019-01/3/10/asset/buzzfeed-prod-web-05/sub-buzz-16236-1546528647-3.png?resize=625:505,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
5,126772019,cat condo,A leafy cat condo because they're probs obsessed with finding new hiding spots and this fun foliage tower will be their new go-to. At least you'll know where to find them once you finish that expense report...,in stock,new,133.61 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772019,https://img.buzzfeed.com/buzzfeed-static/static/2019-01/2/12/asset/buzzfeed-prod-web-02/sub-buzz-28448-1546450547-1.png?resize=625:957,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,cleaning
6,126772020,interactive ball launcher,An interactive ball launcher to give your arm a break. They won't know the difference because they'll be too occupied with having fun.,in stock,new,115.0 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772020,https://img.buzzfeed.com/buzzfeed-static/static/2019-01/2/12/asset/buzzfeed-prod-web-04/sub-buzz-27924-1546451185-1.jpg?resize=625:415,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
8,126772021,interactive cat tower toy,"An interactive cat tower toy because they'll love clawing at this, instead of clawing at your precious furniture...",in stock,new,9.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772021,https://img.buzzfeed.com/buzzfeed-static/static/2019-01/2/13/asset/buzzfeed-prod-web-06/sub-buzz-19358-1546453380-1.png?resize=625:913,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
9,126772023,durable set of rope toys,A durable set of rope toys in case you have more than one pupper and they'll have fun tug-o'-warring over these. (My dogs love these toys and it's always so endearing seeing them play together!),in stock,new,9.87 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772023,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/19/18/asset/ba522a9e3ab0/sub-buzz-1384-1584641742-13.jpg?resize=625:651,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
10,126772024,stuffing-less toy,A stuffing-less toy so you won't have to worry about them making a ruckus with squeaky toys while you sit on a conference call.,in stock,new,6.79 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772024,https://img.buzzfeed.com/buzzfeed-static/static/2019-01/2/15/asset/buzzfeed-prod-web-03/sub-buzz-12379-1546461120-1.png?resize=625:349,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
11,126772025,catnip-filled fruit toy,A catnip-filled fruit toy they won't be able to put down. The cat-nip will have them going back for more and more playtime so you can get more and more work crossed of your schedule.,in stock,new,3.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772025,https://img.buzzfeed.com/buzzfeed-static/static/2019-01/2/16/asset/buzzfeed-prod-web-06/sub-buzz-601-1546464207-1.png?resize=625:472,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
12,126772026,coco fiber ball,"A coco fiber ball they'll enjoy gnawing on so they're not gnawing at you to play with them while you're trying to send out your emails. *Not now Mr. Hoppers, I'm sending an important email!*",in stock,new,10.97 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772026,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/15/15/asset/7ac3aee42e9e/sub-buzz-2724-1565884176-7.jpg?resize=625:625,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,cleaning
13,126772027,secret hideaway,"A secret hideaway — perfect for your bird or hamster that they'll enjoy climbing in and out of. TBH, you may just have to stop what you're working on to take a cute boomerang of them running across the bridge...",in stock,new,9.7 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772027,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/15/15/asset/02f7cf914aaa/sub-buzz-1332-1565883648-1.png?resize=625:606,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,cleaning
14,126772028,chewable carrot kebab,A chewable carrot kebab to keep them occupied as opposed to scratching at the cage to let them out. This'll also look super cute hanging in their little rabbit home.,in stock,new,3.49 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772028,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/20/15/asset/cb7a846a5424/sub-buzz-2634-1584716419-1.jpg?resize=625:833,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
15,126772029,Wobble Wag Giggle ball,A Wobble Wag Giggle ball if they love interactive toys that also make fun noises. You may want to just make sure they're not playing with this while you're on an important call...unless you want giggle noises going off in the background (LOL).,in stock,new,11.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772029,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/16/18/asset/b560dbda4c52/sub-buzz-830-1565979032-3.png?resize=625:1044,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion,skincare"
16,126772030,treat ball,Or this treat ball that has adjustable difficulty settings so if they're a play-time pro you can ensure this won't be too easy for them where they'll be bored after five minutes.,in stock,new,9.95 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772030,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/16/18/asset/75a727bae7fa/sub-buzz-8222-1565979879-1.png?resize=625:447,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
17,126772031,piñata toy,"A piñata toy since you'll probs want some peace and quiet during your work day and this will do just the trick. A toy to get your chatty parrot to stop being, well — chatty.",in stock,new,6.1 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772031,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/20/14/asset/7f92007bc6e6/sub-buzz-2601-1584715785-2.jpg?resize=625:833,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
18,126772032,Kong,A incredibly durable Kong toy for any intense chewers who destroy practically any toy you get them (relatable). My little Yorkipoo destroys every toy and these she has yet to destroy.,in stock,new,7.49 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772032,https://img.buzzfeed.com/buzzfeed-static/static/2020-01/6/22/asset/a354efd2aff0/sub-buzz-1578-1578350264-1.jpg?resize=625:*,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
22,126772033,window perch,A window perch so they can take a much-needed cat nap in cozy bliss. They'll love being lazy in this new spot and it attaches easily to any sliding door made of glass! Time to soak up some sun.,in stock,new,35.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772033,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/30/18/asset/1e370eebff43/sub-buzz-2095-1617130103-34.png?resize=625:*,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
23,126772034,activity mat,A stimulating activity mat they'll love exploring since there's quite literally something new with every step.,in stock,new,34.98 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772034,https://img.buzzfeed.com/buzzfeed-static/static/2020-01/23/18/asset/0a9834fd3050/sub-buzz-1861-1579804807-30.jpg?resize=625:469,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,"cleaning,fast fashion"
24,126774842,catnip-infused felt balls,"A pack of catnip-infused felt balls that come in a such a fun variety of fun colors, they won't know which one to play with first.",in stock,new,12.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126774842,https://img.buzzfeed.com/buzzfeed-static/static/2021-02/17/17/asset/02c68ac19037/sub-buzz-1607-1613581475-15.jpg?resize=625:625,etsy,alifacc/pet-products-to-keep-them-entertained,USD,cleaning
25,126772035,tunnel,A tunnel to keep your pet rodents occupied in their own personal playground dream.,in stock,new,8.78 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772035,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/20/15/asset/0eccb1c366b4/sub-buzz-2663-1584717540-1.jpg?resize=625:416,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,cleaning
26,126772036,pet cake kit,And this adorable pet cake kit to give to them at the end of your work day so you can show them just how much you missed playing with them while you were working.,in stock,new,8.99 USD,https://www.buzzfeed.com/alifacc/pet-products-to-keep-them-entertained?origin=nofil#126772036,https://img.buzzfeed.com/buzzfeed-static/static/2020-01/23/19/asset/f8ae5857666b/sub-buzz-2859-1579807309-3.jpg?resize=625:878,Amazon,alifacc/pet-products-to-keep-them-entertained,USD,cleaning
,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
0,126797599,duck-shaped dog toy,"A fortified duck-shaped dog toy that's proven it can stand the wrath even the toughest of chewers. My coworker's dog Rockie (the angel pictured below) normally goes through toys in a few days, and this duck has survived for four months!",in stock,new,10.0 USD,https://www.buzzfeed.com/racheldunkel/things-to-try-in-april-2021?origin=nofil#126797599,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/18/asset/200a289d1d0a/sub-buzz-737-1617301793-17.jpg?resize=625:708,Amazon,racheldunkel/things-to-try-in-april-2021,USD,cleaning
1,126742898,Stila Huge Extreme Lash Mascara,A tube of Stila Huge Extreme Lash Mascara for anyone who's been searching high and low for their holy grail mascara — this could be the one!,in stock,new,19.55 USD,https://www.buzzfeed.com/racheldunkel/things-to-try-in-april-2021?origin=nofil#126742898,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/24/15/asset/022039898d8b/sub-buzz-11555-1616598471-3.jpg?resize=625:*,"Stila,Amazon",racheldunkel/things-to-try-in-april-2021,USD,"cleaning,fast fashion"
2,126730011,Wad-Free detangler device,"An amazingly uncomplicated Wad-Free detangler device to keep bedsheets of any size from getting twisted, tangled, or balled-up while in the washer or dryer.",in stock,new,18.99 USD,https://www.buzzfeed.com/racheldunkel/things-to-try-in-april-2021?origin=nofil#126730011,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/22/21/asset/a56b68ef811e/sub-buzz-8488-1616448055-50.jpg?resize=625:469,Amazon,racheldunkel/things-to-try-in-april-2021,USD,cleaning
3,126728462,fluffy floral handbag,"A fluffy floral handbag for storing all of your springtime essentials in one trendy, cozy, Insta-worthy place.",in stock,new,15.0 USD,https://www.buzzfeed.com/racheldunkel/things-to-try-in-april-2021?origin=nofil#126728462,"https://img.buzzfeed.com/buzzfeed-static/static/2021-03/22/19/asset/56aa04974c49/sub-buzz-8303-1616441224-26.jpg?crop=1041:1077;129,42&resize=625:*","Amazon,Urban Outfitters",racheldunkel/things-to-try-in-april-2021,USD,"cleaning,fast fashion"
7,126784838,Hero Cosmetics pimple patches,Some Hero Cosmetics pimple patches — the cult-fave sebum-suckers that start draining your whiteheads of goo as soon as you stick 'em on.,in stock,new,21.99 USD,https://www.buzzfeed.com/racheldunkel/things-to-try-in-april-2021?origin=nofil#126784838,"https://img.buzzfeed.com/buzzfeed-static/static/2021-04/1/15/asset/200a289d1d0a/sub-buzz-455-1617292185-20.jpg?crop=800:902;94,412&resize=625:*",Amazon,racheldunkel/things-to-try-in-april-2021,USD,"cleaning,fast fashion,skincare"
8,126728426,Reese's Cups,A pack of organic Reese's Cups for anyone who wants to eat their favorite chocolate treat with their pinky elegantly out. Dark chocolate + organic PB = bliss.,in stock,new,20.9 USD,https://www.buzzfeed.com/racheldunkel/things-to-try-in-april-2021?origin=nofil#126728426,"https://img.buzzfeed.com/buzzfeed-static/static/2021-03/22/19/asset/89a5c2ea5d33/sub-buzz-8318-1616441101-8.jpg?crop=2920:2490;20,460&resize=625:*",Amazon,racheldunkel/things-to-try-in-april-2021,USD,"cleaning,fast fashion"
13,126784909,Yotta,"Yotta — a financial app that rewards you for saving money by giving you a ""lottery ticket"" for every $25 you put away. Drawings for winners happen weekly and if you don't win, no worries! You aren't penalized and have built your savings!",in stock,new,25.0 USD,https://www.buzzfeed.com/racheldunkel/things-to-try-in-april-2021?origin=nofil#126784909,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/30/21/asset/6cef71012ddf/sub-buzz-2367-1617139003-3.png?resize=625:*,apps.apple,racheldunkel/things-to-try-in-april-2021,USD,cleaning
